NUMERO,RAMA,CURSO,COMUNIDAD,PRIVADA,PRESENCIAL,SEXO,NACIONALIDAD,NOTA_MATEMATICAS,NOTA_BIOLOGIA,NOTA_LENGUA,NOTA_TECNOLOGIA,MEDIA,BECADO
0,Ingenieria y Arquitectura,2019,Murcia,0,0,Mujer,Espana,"6,95","4,87","5,32","8,62","6,44",0
0,Ingenieria y Arquitectura,2020,Murcia,0,0,Mujer,Espana,"6,96","4,87","5,32","8,62","6,44",0
0,Ingenieria y Arquitectura,2021,Murcia,0,0,Mujer,Espana,"6,96","4,87","5,32","8,63","6,44",0
0,Ingenieria y Arquitectura,2022,Murcia,0,0,Mujer,Espana,"6,97","4,87","5,32","8,63","6,45",0
0,Artes y Humanidades,2016,Murcia,0,0,Mujer,Espana,"3,88","4,86","8,63","4,19","5,39",0
0,Artes y Humanidades,2017,Murcia,0,0,Mujer,Espana,"3,88","4,86","8,64","4,19","5,39",0
0,Artes y Humanidades,2018,Murcia,0,0,Mujer,Espana,"3,88","4,86","8,64","4,19","5,39",0
0,Artes y Humanidades,2019,Murcia,0,0,Mujer,Espana,"3,88","4,87","8,65","4,19","5,4",0
0,Artes y Humanidades,2020,Murcia,0,0,Mujer,Espana,"3,88","4,87","8,65","4,19","5,4",0
0,Artes y Humanidades,2021,Murcia,0,0,Mujer,Espana,"3,89","4,87","8,65","4,2","5,4",0
0,Artes y Humanidades,2022,Murcia,0,0,Mujer,Espana,"3,89","4,87","8,66","4,2","5,4",0
0,Ciencias de la Salud,2016,Murcia,0,0,Mujer,Espana,"5,92","7,9","6,42","5,29","6,38",0
0,Ciencias de la Salud,2017,Murcia,0,0,Mujer,Espana,"5,92","7,91","6,42","5,29","6,38",1
0,Ciencias de la Salud,2018,Murcia,0,0,Mujer,Espana,"5,93","7,91","6,42","5,3","6,39",0
0,Ciencias de la Salud,2019,Murcia,0,0,Mujer,Espana,"5,93","7,91","6,43","5,3","6,39",1
0,Ciencias de la Salud,2020,Murcia,0,0,Mujer,Espana,"5,93","7,92","6,43","5,3","6,4",0
0,Ciencias de la Salud,2021,Murcia,0,0,Mujer,Espana,"5,94","7,92","6,43","5,3","6,4",0
0,Ciencias de la Salud,2022,Murcia,0,0,Mujer,Espana,"5,94","7,92","6,44","5,31","6,4",0
0,Ciencias,2016,Murcia,0,0,Mujer,Espana,"7,97","5,87","5,31","7,5","6,66",1
0,Ciencias,2017,Murcia,0,0,Mujer,Espana,"7,97","5,88","5,31","7,5","6,66",0
0,Ciencias,2018,Murcia,0,0,Mujer,Espana,"7,98","5,88","5,31","7,51","6,67",0
0,Ciencias,2019,Murcia,0,0,Mujer,Espana,"7,98","5,88","5,32","7,51","6,67",0
0,Ciencias,2020,Murcia,0,0,Mujer,Espana,"7,98","5,88","5,32","7,51","6,67",0
0,Ciencias,2021,Murcia,0,0,Mujer,Espana,"7,99","5,89","5,32","7,52","6,68",0
0,Ciencias Sociales y Juridicas,2016,Murcia,0,0,Mujer,Union Europea,"3,88","5,87","8,63","5,29","5,92",0
0,Ciencias Sociales y Juridicas,2017,Murcia,0,0,Mujer,Union Europea,"3,88","5,88","8,64","5,29","5,92",0
0,Ciencias Sociales y Juridicas,2018,Murcia,0,0,Mujer,Union Europea,"3,88","5,88","8,64","5,3","5,92",0
0,Ciencias Sociales y Juridicas,2019,Murcia,0,0,Mujer,Union Europea,"3,88","5,88","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2020,Murcia,0,0,Mujer,Union Europea,"3,88","5,88","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2021,Murcia,0,0,Mujer,Union Europea,"3,89","5,89","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2022,Murcia,0,0,Mujer,Union Europea,"3,89","5,89","8,66","5,31","5,94",0
0,Ingenieria y Arquitectura,2016,Murcia,0,0,Mujer,Union Europea,"6,94","4,86","5,31","8,6","6,43",0
0,Ingenieria y Arquitectura,2017,Murcia,0,0,Mujer,Union Europea,"6,95","4,86","5,31","8,61","6,43",0
0,Ingenieria y Arquitectura,2018,Murcia,0,0,Mujer,Union Europea,"6,95","4,86","5,31","8,61","6,43",0
0,Ingenieria y Arquitectura,2019,Murcia,0,0,Mujer,Union Europea,"6,95","4,87","5,32","8,62","6,44",1
0,Ingenieria y Arquitectura,2020,Murcia,0,0,Mujer,Union Europea,"6,96","4,87","5,32","8,62","6,44",0
0,Ingenieria y Arquitectura,2021,Murcia,0,0,Mujer,Union Europea,"6,96","4,87","5,32","8,63","6,44",1
0,Ingenieria y Arquitectura,2022,Murcia,0,0,Mujer,Union Europea,"6,97","4,87","5,32","8,63","6,45",0
0,Artes y Humanidades,2016,Murcia,0,0,Mujer,Union Europea,"3,88","4,86","8,63","4,19","5,39",0
0,Artes y Humanidades,2017,Murcia,0,0,Mujer,Union Europea,"3,88","4,86","8,64","4,19","5,39",0
0,Artes y Humanidades,2018,Murcia,0,0,Mujer,Union Europea,"3,88","4,86","8,64","4,19","5,39",0
0,Artes y Humanidades,2019,Murcia,0,0,Mujer,Union Europea,"3,88","4,87","8,65","4,19","5,4",0
0,Artes y Humanidades,2020,Murcia,0,0,Mujer,Union Europea,"3,88","4,87","8,65","4,19","5,4",0
0,Artes y Humanidades,2021,Murcia,0,0,Mujer,Union Europea,"3,89","4,87","8,65","4,2","5,4",0
0,Artes y Humanidades,2022,Murcia,0,0,Mujer,Union Europea,"3,89","4,87","8,66","4,2","5,4",0
0,Ciencias de la Salud,2016,Murcia,0,0,Mujer,Union Europea,"5,92","7,9","6,42","5,29","6,38",0
0,Ciencias de la Salud,2017,Murcia,0,0,Mujer,Union Europea,"5,92","7,91","6,42","5,29","6,38",0
0,Ciencias de la Salud,2018,Murcia,0,0,Mujer,Union Europea,"5,93","7,91","6,42","5,3","6,39",0
0,Ciencias de la Salud,2019,Murcia,0,0,Mujer,Union Europea,"5,93","7,91","6,43","5,3","6,39",0
0,Ciencias de la Salud,2020,Murcia,0,0,Mujer,Union Europea,"5,93","7,92","6,43","5,3","6,4",1
0,Ciencias de la Salud,2021,Murcia,0,0,Mujer,Union Europea,"5,94","7,92","6,43","5,3","6,4",0
0,Ciencias de la Salud,2022,Murcia,0,0,Mujer,Union Europea,"5,94","7,92","6,44","5,31","6,4",0
0,Ciencias,2016,Murcia,0,0,Mujer,Union Europea,"7,97","5,87","5,31","7,5","6,66",0
0,Ciencias,2017,Murcia,0,0,Mujer,Union Europea,"7,97","5,88","5,31","7,5","6,66",1
0,Ciencias,2018,Murcia,0,0,Mujer,Union Europea,"7,98","5,88","5,31","7,51","6,67",1
0,Ciencias,2019,Murcia,0,0,Mujer,Union Europea,"7,98","5,88","5,32","7,51","6,67",0
0,Ciencias,2020,Murcia,0,0,Mujer,Union Europea,"7,98","5,88","5,32","7,51","6,67",0
0,Ciencias,2021,Murcia,0,0,Mujer,Union Europea,"7,99","5,89","5,32","7,52","6,68",0
0,Ciencias,2022,Murcia,0,0,Mujer,Union Europea,"7,99","5,89","5,32","7,52","6,68",0
0,Ciencias Sociales y Juridicas,2016,Murcia,0,0,Mujer,Resto de Europa,"3,88","5,87","8,63","5,29","5,92",0
0,Ciencias Sociales y Juridicas,2017,Murcia,0,0,Mujer,Resto de Europa,"3,88","5,88","8,64","5,29","5,92",0
0,Ciencias Sociales y Juridicas,2018,Murcia,0,0,Mujer,Resto de Europa,"3,88","5,88","8,64","5,3","5,92",0
0,Ciencias Sociales y Juridicas,2019,Murcia,0,0,Mujer,Resto de Europa,"3,88","5,88","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2020,Murcia,0,0,Mujer,Resto de Europa,"3,88","5,88","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2021,Murcia,0,0,Mujer,Resto de Europa,"3,89","5,89","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2022,Murcia,0,0,Mujer,Resto de Europa,"3,89","5,89","8,66","5,31","5,94",0
0,Ingenieria y Arquitectura,2016,Murcia,0,0,Mujer,Resto de Europa,"6,94","4,86","5,31","8,6","6,43",0
0,Ingenieria y Arquitectura,2017,Murcia,0,0,Mujer,Resto de Europa,"6,95","4,86","5,31","8,61","6,43",0
0,Ingenieria y Arquitectura,2018,Murcia,0,0,Mujer,Resto de Europa,"6,95","4,86","5,31","8,61","6,43",0
0,Ingenieria y Arquitectura,2019,Murcia,0,0,Mujer,Resto de Europa,"6,95","4,87","5,32","8,62","6,44",0
0,Ingenieria y Arquitectura,2020,Murcia,0,0,Mujer,Resto de Europa,"6,96","4,87","5,32","8,62","6,44",1
0,Ingenieria y Arquitectura,2021,Murcia,0,0,Mujer,Resto de Europa,"6,96","4,87","5,32","8,63","6,44",1
0,Ingenieria y Arquitectura,2022,Murcia,0,0,Mujer,Resto de Europa,"6,97","4,87","5,32","8,63","6,45",1
0,Artes y Humanidades,2016,Murcia,0,0,Mujer,Resto de Europa,"3,88","4,86","8,63","4,19","5,39",0
0,Artes y Humanidades,2017,Murcia,0,0,Mujer,Resto de Europa,"3,88","4,86","8,64","4,19","5,39",0
0,Artes y Humanidades,2018,Murcia,0,0,Mujer,Resto de Europa,"3,88","4,86","8,64","4,19","5,39",0
0,Artes y Humanidades,2019,Murcia,0,0,Mujer,Resto de Europa,"3,88","4,87","8,65","4,19","5,4",0
0,Artes y Humanidades,2020,Murcia,0,0,Mujer,Resto de Europa,"3,88","4,87","8,65","4,19","5,4",0
0,Artes y Humanidades,2021,Murcia,0,0,Mujer,Resto de Europa,"3,89","4,87","8,65","4,2","5,4",0
0,Artes y Humanidades,2022,Murcia,0,0,Mujer,Resto de Europa,"3,89","4,87","8,66","4,2","5,4",0
0,Ciencias de la Salud,2016,Murcia,0,0,Mujer,Resto de Europa,"5,92","7,9","6,42","5,29","6,38",0
0,Ciencias de la Salud,2017,Murcia,0,0,Mujer,Resto de Europa,"5,92","7,91","6,42","5,29","6,38",0
0,Ciencias de la Salud,2018,Murcia,0,0,Mujer,Resto de Europa,"5,93","7,91","6,42","5,3","6,39",0
0,Ciencias de la Salud,2019,Murcia,0,0,Mujer,Resto de Europa,"5,93","7,91","6,43","5,3","6,39",0
0,Ciencias de la Salud,2020,Murcia,0,0,Mujer,Resto de Europa,"5,93","7,92","6,43","5,3","6,4",0
0,Ciencias de la Salud,2021,Murcia,0,0,Mujer,Resto de Europa,"5,94","7,92","6,43","5,3","6,4",0
0,Ciencias de la Salud,2022,Murcia,0,0,Mujer,Resto de Europa,"5,94","7,92","6,44","5,31","6,4",1
0,Ciencias,2016,Murcia,0,0,Mujer,Resto de Europa,"7,97","5,87","5,31","7,5","6,66",0
0,Ciencias,2017,Murcia,0,0,Mujer,Resto de Europa,"7,97","5,88","5,31","7,5","6,66",0
0,Ciencias,2018,Murcia,0,0,Mujer,Resto de Europa,"7,98","5,88","5,31","7,51","6,67",0
0,Ciencias,2019,Murcia,0,0,Mujer,Resto de Europa,"7,98","5,88","5,32","7,51","6,67",0
0,Ciencias,2020,Murcia,0,0,Mujer,Resto de Europa,"7,98","5,88","5,32","7,51","6,67",1
0,Ciencias,2021,Murcia,0,0,Mujer,Resto de Europa,"7,99","5,89","5,32","7,52","6,68",1
0,Ciencias,2022,Murcia,0,0,Mujer,Resto de Europa,"7,99","5,89","5,32","7,52","6,68",0
0,Ciencias Sociales y Juridicas,2016,Murcia,0,0,Mujer,EEUU y Canada,"3,88","5,87","8,63","5,29","5,92",0
0,Ciencias Sociales y Juridicas,2017,Murcia,0,0,Mujer,EEUU y Canada,"3,88","5,88","8,64","5,29","5,92",0
0,Ciencias Sociales y Juridicas,2018,Murcia,0,0,Mujer,EEUU y Canada,"3,88","5,88","8,64","5,3","5,92",0
0,Ciencias Sociales y Juridicas,2019,Murcia,0,0,Mujer,EEUU y Canada,"3,88","5,88","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2020,Murcia,0,0,Mujer,EEUU y Canada,"3,88","5,88","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2021,Murcia,0,0,Mujer,EEUU y Canada,"3,89","5,89","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2022,Murcia,0,0,Mujer,EEUU y Canada,"3,89","5,89","8,66","5,31","5,94",0
0,Ingenieria y Arquitectura,2016,Murcia,0,0,Mujer,EEUU y Canada,"6,94","4,86","5,31","8,6","6,43",0
0,Ingenieria y Arquitectura,2017,Murcia,0,0,Mujer,EEUU y Canada,"6,95","4,86","5,31","8,61","6,43",0
0,Ingenieria y Arquitectura,2018,Murcia,0,0,Mujer,EEUU y Canada,"6,95","4,86","5,31","8,61","6,43",0
0,Ingenieria y Arquitectura,2019,Murcia,0,0,Mujer,EEUU y Canada,"6,95","4,87","5,32","8,62","6,44",0
0,Ingenieria y Arquitectura,2020,Murcia,0,0,Mujer,EEUU y Canada,"6,96","4,87","5,32","8,62","6,44",0
0,Ingenieria y Arquitectura,2021,Murcia,0,0,Mujer,EEUU y Canada,"6,96","4,87","5,32","8,63","6,44",1
0,Ingenieria y Arquitectura,2022,Murcia,0,0,Mujer,EEUU y Canada,"6,97","4,87","5,32","8,63","6,45",0
0,Artes y Humanidades,2016,Murcia,0,0,Mujer,EEUU y Canada,"3,88","4,86","8,63","4,19","5,39",0
0,Artes y Humanidades,2017,Murcia,0,0,Mujer,EEUU y Canada,"3,88","4,86","8,64","4,19","5,39",0
0,Artes y Humanidades,2018,Murcia,0,0,Mujer,EEUU y Canada,"3,88","4,86","8,64","4,19","5,39",0
0,Artes y Humanidades,2019,Murcia,0,0,Mujer,EEUU y Canada,"3,88","4,87","8,65","4,19","5,4",0
0,Artes y Humanidades,2020,Murcia,0,0,Mujer,EEUU y Canada,"3,88","4,87","8,65","4,19","5,4",0
0,Artes y Humanidades,2021,Murcia,0,0,Mujer,EEUU y Canada,"3,89","4,87","8,65","4,2","5,4",0
0,Artes y Humanidades,2022,Murcia,0,0,Mujer,EEUU y Canada,"3,89","4,87","8,66","4,2","5,4",0
0,Ciencias de la Salud,2016,Murcia,0,0,Mujer,EEUU y Canada,"5,92","7,9","6,42","5,29","6,38",1
0,Ciencias de la Salud,2017,Murcia,0,0,Mujer,EEUU y Canada,"5,92","7,91","6,42","5,29","6,38",0
0,Ciencias de la Salud,2018,Murcia,0,0,Mujer,EEUU y Canada,"5,93","7,91","6,42","5,3","6,39",0
0,Ciencias de la Salud,2019,Murcia,0,0,Mujer,EEUU y Canada,"5,93","7,91","6,43","5,3","6,39",0
0,Ciencias de la Salud,2020,Murcia,0,0,Mujer,EEUU y Canada,"5,93","7,92","6,43","5,3","6,4",1
0,Ciencias de la Salud,2021,Murcia,0,0,Mujer,EEUU y Canada,"5,94","7,92","6,43","5,3","6,4",0
0,Ciencias de la Salud,2022,Murcia,0,0,Mujer,EEUU y Canada,"5,94","7,92","6,44","5,31","6,4",0
0,Ciencias,2016,Murcia,0,0,Mujer,EEUU y Canada,"7,97","5,87","5,31","7,5","6,66",0
0,Ciencias,2017,Murcia,0,0,Mujer,EEUU y Canada,"7,97","5,88","5,31","7,5","6,66",1
0,Ciencias,2018,Murcia,0,0,Mujer,EEUU y Canada,"7,98","5,88","5,31","7,51","6,67",0
0,Ciencias,2019,Murcia,0,0,Mujer,EEUU y Canada,"7,98","5,88","5,32","7,51","6,67",0
0,Ciencias,2020,Murcia,0,0,Mujer,EEUU y Canada,"7,98","5,88","5,32","7,51","6,67",0
0,Ciencias,2021,Murcia,0,0,Mujer,EEUU y Canada,"7,99","5,89","5,32","7,52","6,68",0
0,Ciencias Sociales y Juridicas,2016,Murcia,0,0,Mujer,America Latina y Caribe,"3,88","5,87","8,63","5,29","5,92",0
0,Ciencias Sociales y Juridicas,2017,Murcia,0,0,Mujer,America Latina y Caribe,"3,88","5,88","8,64","5,29","5,92",0
0,Ciencias Sociales y Juridicas,2018,Murcia,0,0,Mujer,America Latina y Caribe,"3,88","5,88","8,64","5,3","5,92",0
0,Ciencias Sociales y Juridicas,2019,Murcia,0,0,Mujer,America Latina y Caribe,"3,88","5,88","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2020,Murcia,0,0,Mujer,America Latina y Caribe,"3,88","5,88","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2021,Murcia,0,0,Mujer,America Latina y Caribe,"3,89","5,89","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2022,Murcia,0,0,Mujer,America Latina y Caribe,"3,89","5,89","8,66","5,31","5,94",0
0,Ingenieria y Arquitectura,2016,Murcia,0,0,Mujer,America Latina y Caribe,"6,94","4,86","5,31","8,6","6,43",1
0,Ingenieria y Arquitectura,2017,Murcia,0,0,Mujer,America Latina y Caribe,"6,95","4,86","5,31","8,61","6,43",0
0,Ingenieria y Arquitectura,2018,Murcia,0,0,Mujer,America Latina y Caribe,"6,95","4,86","5,31","8,61","6,43",1
0,Ingenieria y Arquitectura,2019,Murcia,0,0,Mujer,America Latina y Caribe,"6,95","4,87","5,32","8,62","6,44",1
0,Ingenieria y Arquitectura,2020,Murcia,0,0,Mujer,America Latina y Caribe,"6,96","4,87","5,32","8,62","6,44",1
0,Ingenieria y Arquitectura,2021,Murcia,0,0,Mujer,America Latina y Caribe,"6,96","4,87","5,32","8,63","6,44",1
0,Ingenieria y Arquitectura,2022,Murcia,0,0,Mujer,America Latina y Caribe,"6,97","4,87","5,32","8,63","6,45",0
0,Artes y Humanidades,2016,Murcia,0,0,Mujer,America Latina y Caribe,"3,88","4,86","8,63","4,19","5,39",0
0,Artes y Humanidades,2017,Murcia,0,0,Mujer,America Latina y Caribe,"3,88","4,86","8,64","4,19","5,39",0
0,Artes y Humanidades,2018,Murcia,0,0,Mujer,America Latina y Caribe,"3,88","4,86","8,64","4,19","5,39",0
0,Artes y Humanidades,2019,Murcia,0,0,Mujer,America Latina y Caribe,"3,88","4,87","8,65","4,19","5,4",0
0,Artes y Humanidades,2020,Murcia,0,0,Mujer,America Latina y Caribe,"3,88","4,87","8,65","4,19","5,4",0
0,Artes y Humanidades,2021,Murcia,0,0,Mujer,America Latina y Caribe,"3,89","4,87","8,65","4,2","5,4",0
0,Artes y Humanidades,2022,Murcia,0,0,Mujer,America Latina y Caribe,"3,89","4,87","8,66","4,2","5,4",0
0,Ciencias de la Salud,2016,Murcia,0,0,Mujer,America Latina y Caribe,"5,92","7,9","6,42","5,29","6,38",0
0,Ciencias de la Salud,2017,Murcia,0,0,Mujer,America Latina y Caribe,"5,92","7,91","6,42","5,29","6,38",1
0,Ciencias de la Salud,2018,Murcia,0,0,Mujer,America Latina y Caribe,"5,93","7,91","6,42","5,3","6,39",0
0,Ciencias de la Salud,2019,Murcia,0,0,Mujer,America Latina y Caribe,"5,93","7,91","6,43","5,3","6,39",0
0,Ciencias de la Salud,2020,Murcia,0,0,Mujer,America Latina y Caribe,"5,93","7,92","6,43","5,3","6,4",0
0,Ciencias de la Salud,2021,Murcia,0,0,Mujer,America Latina y Caribe,"5,94","7,92","6,43","5,3","6,4",0
0,Ciencias de la Salud,2022,Murcia,0,0,Mujer,America Latina y Caribe,"5,94","7,92","6,44","5,31","6,4",0
0,Ciencias,2016,Murcia,0,0,Mujer,America Latina y Caribe,"7,97","5,87","5,31","7,5","6,66",1
0,Ciencias,2017,Murcia,0,0,Mujer,America Latina y Caribe,"7,97","5,88","5,31","7,5","6,66",1
0,Ciencias,2018,Murcia,0,0,Mujer,America Latina y Caribe,"7,98","5,88","5,31","7,51","6,67",0
0,Ciencias,2019,Murcia,0,0,Mujer,America Latina y Caribe,"7,98","5,88","5,32","7,51","6,67",0
0,Ciencias,2020,Murcia,0,0,Mujer,America Latina y Caribe,"7,98","5,88","5,32","7,51","6,67",0
0,Ciencias,2021,Murcia,0,0,Mujer,America Latina y Caribe,"7,99","5,89","5,32","7,52","6,68",0
0,Ciencias,2022,Murcia,0,0,Mujer,America Latina y Caribe,"7,99","5,89","5,32","7,52","6,68",1
0,Ciencias Sociales y Juridicas,2016,Murcia,0,0,Mujer,Norte de Africa,"3,88","5,87","8,63","5,29","5,92",0
0,Ciencias Sociales y Juridicas,2017,Murcia,0,0,Mujer,Norte de Africa,"3,88","5,88","8,64","5,29","5,92",0
0,Ciencias Sociales y Juridicas,2018,Murcia,0,0,Mujer,Norte de Africa,"3,88","5,88","8,64","5,3","5,92",0
0,Ciencias Sociales y Juridicas,2019,Murcia,0,0,Mujer,Norte de Africa,"3,88","5,88","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2020,Murcia,0,0,Mujer,Norte de Africa,"3,88","5,88","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2021,Murcia,0,0,Mujer,Norte de Africa,"3,89","5,89","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2022,Murcia,0,0,Mujer,Norte de Africa,"3,89","5,89","8,66","5,31","5,94",0
0,Ingenieria y Arquitectura,2016,Murcia,0,0,Mujer,Norte de Africa,"6,94","4,86","5,31","8,6","6,43",0
0,Ingenieria y Arquitectura,2017,Murcia,0,0,Mujer,Norte de Africa,"6,95","4,86","5,31","8,61","6,43",0
0,Ingenieria y Arquitectura,2018,Murcia,0,0,Mujer,Norte de Africa,"6,95","4,86","5,31","8,61","6,43",1
0,Ingenieria y Arquitectura,2019,Murcia,0,0,Mujer,Norte de Africa,"6,95","4,87","5,32","8,62","6,44",1
0,Ingenieria y Arquitectura,2020,Murcia,0,0,Mujer,Norte de Africa,"6,96","4,87","5,32","8,62","6,44",1
0,Ingenieria y Arquitectura,2021,Murcia,0,0,Mujer,Norte de Africa,"6,96","4,87","5,32","8,63","6,44",0
0,Ingenieria y Arquitectura,2022,Murcia,0,0,Mujer,Norte de Africa,"6,97","4,87","5,32","8,63","6,45",0
0,Artes y Humanidades,2016,Murcia,0,0,Mujer,Norte de Africa,"3,88","4,86","8,63","4,19","5,39",0
0,Artes y Humanidades,2017,Murcia,0,0,Mujer,Norte de Africa,"3,88","4,86","8,64","4,19","5,39",0
0,Artes y Humanidades,2018,Murcia,0,0,Mujer,Norte de Africa,"3,88","4,86","8,64","4,19","5,39",0
0,Artes y Humanidades,2019,Murcia,0,0,Mujer,Norte de Africa,"3,88","4,87","8,65","4,19","5,4",0
0,Artes y Humanidades,2020,Murcia,0,0,Mujer,Norte de Africa,"3,88","4,87","8,65","4,19","5,4",0
0,Artes y Humanidades,2021,Murcia,0,0,Mujer,Norte de Africa,"3,89","4,87","8,65","4,2","5,4",0
0,Artes y Humanidades,2022,Murcia,0,0,Mujer,Norte de Africa,"3,89","4,87","8,66","4,2","5,4",0
0,Ciencias de la Salud,2016,Murcia,0,0,Mujer,Norte de Africa,"5,92","7,9","6,42","5,29","6,38",0
0,Ciencias de la Salud,2017,Murcia,0,0,Mujer,Norte de Africa,"5,92","7,91","6,42","5,29","6,38",1
0,Ciencias de la Salud,2018,Murcia,0,0,Mujer,Norte de Africa,"5,93","7,91","6,42","5,3","6,39",0
0,Ciencias de la Salud,2019,Murcia,0,0,Mujer,Norte de Africa,"5,93","7,91","6,43","5,3","6,39",0
0,Ciencias de la Salud,2020,Murcia,0,0,Mujer,Norte de Africa,"5,93","7,92","6,43","5,3","6,4",1
0,Ciencias de la Salud,2021,Murcia,0,0,Mujer,Norte de Africa,"5,94","7,92","6,43","5,3","6,4",0
0,Ciencias de la Salud,2022,Murcia,0,0,Mujer,Norte de Africa,"5,94","7,92","6,44","5,31","6,4",0
0,Ciencias,2016,Murcia,0,0,Mujer,Norte de Africa,"7,97","5,87","5,31","7,5","6,66",0
0,Ciencias,2017,Murcia,0,0,Mujer,Norte de Africa,"7,97","5,88","5,31","7,5","6,66",0
0,Ciencias,2018,Murcia,0,0,Mujer,Norte de Africa,"7,98","5,88","5,31","7,51","6,67",0
0,Ciencias,2019,Murcia,0,0,Mujer,Norte de Africa,"7,98","5,88","5,32","7,51","6,67",0
0,Ciencias,2020,Murcia,0,0,Mujer,Norte de Africa,"7,98","5,88","5,32","7,51","6,67",0
0,Ciencias,2021,Murcia,0,0,Mujer,Norte de Africa,"7,99","5,89","5,32","7,52","6,68",0
0,Ciencias,2022,Murcia,0,0,Mujer,Norte de Africa,"7,99","5,89","5,32","7,52","6,68",0
0,Ciencias Sociales y Juridicas,2016,Murcia,0,0,Mujer,Resto de Africa,"3,88","5,87","8,63","5,29","5,92",0
0,Ciencias Sociales y Juridicas,2017,Murcia,0,0,Mujer,Resto de Africa,"3,88","5,88","8,64","5,29","5,92",0
0,Ciencias Sociales y Juridicas,2018,Murcia,0,0,Mujer,Resto de Africa,"3,88","5,88","8,64","5,3","5,92",0
0,Ciencias Sociales y Juridicas,2019,Murcia,0,0,Mujer,Resto de Africa,"3,88","5,88","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2020,Murcia,0,0,Mujer,Resto de Africa,"3,88","5,88","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2021,Murcia,0,0,Mujer,Resto de Africa,"3,89","5,89","8,65","5,3","5,93",0
0,Ciencias Sociales y Juridicas,2022,Murcia,0,0,Mujer,Resto de Africa,"3,89","5,89","8,66","5,31","5,94",0
0,Ingenieria y Arquitectura,2016,Murcia,0,0,Mujer,Resto de Africa,"6,94","4,86","5,31","8,6","6,43",0
0,Ingenieria y Arquitectura,2017,Murcia,0,0,Mujer,Resto de Africa,"6,95","4,86","5,31","8,61","6,43",0
0,Ingenieria y Arquitectura,2018,Murcia,0,0,Mujer,Resto de Africa,"6,95","4,86","5,31","8,61","6,43",0
0,Ingenieria y Arquitectura,2019,Murcia,0,0,Mujer,Resto de Africa,"6,95","4,87","5,32","8,62","6,44",0
0,Ingenieria y Arquitectura,2020,Murcia,0,0,Mujer,Resto de Africa,"6,96","4,87","5,32","8,62","6,44",1
0,Ingenieria y Arquitectura,2021,Murcia,0,0,Mujer,Resto de Africa,"6,96","4,87","5,32","8,63","6,44",1
0,Ingenieria y Arquitectura,2022,Murcia,0,0,Mujer,Resto de Africa,"6,97","4,87","5,32","8,63","6,45",1
0,Artes y Humanidades,2016,Murcia,0,0,Mujer,Resto de Africa,"3,88","4,86","8,63","4,19","5,39",0
0,Artes y Humanidades,2017,Murcia,0,0,Mujer,Resto de Africa,"3,88","4,86","8,64","4,19","5,39",0
0,Artes y Humanidades,2018,Murcia,0,0,Mujer,Resto de Africa,"3,88","4,86","8,64","4,19","5,39",0
0,Artes y Humanidades,2019,Murcia,0,0,Mujer,Resto de Africa,"3,88","4,87","8,65","4,19","5,4",0
0,Artes y Humanidades,2020,Murcia,0,0,Mujer,Resto de Africa,"3,88","4,87","8,65","4,19","5,4",0
0,Artes y Humanidades,2021,Murcia,0,0,Mujer,Resto de Africa,"3,89","4,87","8,65","4,2","5,4",0
0,Artes y Humanidades,2022,Murcia,0,0,Mujer,Resto de Africa,"3,89","4,87","8,66","4,2","5,4",0
0,Ciencias de la Salud,2016,Murcia,0,0,Mujer,Resto de Africa,"5,92","7,9","6,42","5,29","6,38",1
0,Ciencias de la Salud,2017,Murcia,0,0,Mujer,Resto de Africa,"5,92","7,91","6,42","5,29","6,38",0
0,Ciencias de la Salud,2018,Murcia,0,0,Mujer,Resto de Africa,"5,93","7,91","6,42","5,3","6,39",0
0,Ciencias de la Salud,2019,Murcia,0,0,Mujer,Resto de Africa,"5,93","7,91","6,43","5,3","6,39",0
0,Ciencias de la Salud,2020,Murcia,0,0,Mujer,Resto de Africa,"5,93","7,92","6,43","5,3","6,4",0
0,Ciencias de la Salud,2021,Murcia,0,0,Mujer,Resto de Africa,"5,94","7,92","6,43","5,3","6,4",0
0,Ciencias de la Salud,2022,Murcia,0,0,Mujer,Resto de Africa,"5,94","7,92","6,44","5,31","6,4",0
0,Ciencias,2016,Murcia,0,0,Mujer,Resto de Africa,"7,97","5,87","5,31","7,5","6,66",0
